File Name,Error Message
instance_28_v6.json,"Sample larger than population or is negative for template {'template_str': 'How many [date] had passed between when the [source_col_1] was [val_1] and when the [source_col_1] was [val_2]?', 'type': 'date_difference'}"
instance_29_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_29_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_29_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_29_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_29_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_29_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_29_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_29_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_29_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_30_v6.json: Unknown string format,"1996-2007 for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_31_v6.json,"list index out of range for template {'template_str': 'How many [date] had passed between when the [source_col_1] was [val_1] and when the [source_col_1] was [val_2]?', 'type': 'date_difference'}"
instance_31_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_31_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_31_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_31_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_31_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_31_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_31_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_31_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_31_v6.json: Unknown string format,"* Reine de León (951-956 puis 958-960) for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_31_v6.json: Unknown string format,"* Comtesse d'Aragon (820-825) for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_31_v6.json: Unknown string format,"* Comtesse d'Albuquerque (de plein droit, 1381-1435) for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_31_v6.json: Unknown string format,"* Comte de Barcelone, de Gérone, de Besalu, de Cerdagne et d'Osona (1131-1162) for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_31_v6.json: Unknown string format,"* Reine d'Aragon (1036-1049) for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_31_v6.json: Unknown string format,"* Reine d'Aragon, comtesse de Barcelone, de Provence et de Roussillon (1174-1196) for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_32_v6.json,"list index out of range for template {'template_str': 'How many [date] had passed between when the [source_col_1] was [val_1] and when the [source_col_1] was [val_2]?', 'type': 'date_difference'}"
instance_32_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_32_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_32_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_32_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_32_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_32_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_32_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_32_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_32_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_33_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_33_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_33_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_33_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_33_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_33_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_33_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_33_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_33_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_34_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_34_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_34_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_34_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_34_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_34_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_34_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_35_v6.json,"list index out of range for template {'template_str': 'How many [date] had passed between when the [source_col_1] was [val_1] and when the [source_col_1] was [val_2]?', 'type': 'date_difference'}"
instance_35_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_35_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_35_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_35_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_35_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_35_v6.json,"String does not contain a date:  for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_35_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_35_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_37_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_37_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_37_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_37_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_37_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_37_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_37_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_37_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_37_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_3_v6.json,"list index out of range for template {'template_str': 'How many [date] had passed between when the [source_col_1] was [val_1] and when the [source_col_1] was [val_2]?', 'type': 'date_difference'}"
instance_3_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_3_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_3_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_3_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_3_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_3_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_3_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_3_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_3_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_3_v6.json: Unknown string format,"Petra Kvitová for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_3_v6.json: Unknown string format,"6-2, 6-0 for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_40_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_40_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_40_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_40_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_40_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_40_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_40_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_40_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_40_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_41_v6.json,"list index out of range for template {'template_str': 'How many [date] had passed between when the [source_col_1] was [val_1] and when the [source_col_1] was [val_2]?', 'type': 'date_difference'}"
instance_41_v6.json,"Sample larger than population or is negative for template {'template_str': 'How many [date] had passed between when the [source_col_1] was [val_1] and when the [source_col_1] was [val_2]?', 'type': 'date_difference'}"
instance_41_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_41_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_41_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_41_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_41_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_41_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_41_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_41_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_41_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_41_v6.json: Unknown string format,"18/01 - 31/01 for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_41_v6.json: Unknown string format,"Venus Williams for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_41_v6.json: Unknown string format,"03/01 - 09/01 for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_41_v6.json: Unknown string format,"Kim Clijsters for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_41_v6.json: Unknown string format,"1999 - 1/4 de finale (groupe mondial II) - Pays-Bas - Belgique - for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_41_v6.json: Unknown string format,"2001 - Round robin (groupe mondial) - Belgique - Allemagne - for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_42_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_42_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_42_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_42_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_42_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_42_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_42_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_42_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_42_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_43_v6.json,"list index out of range for template {'template_str': 'How many [date] had passed between when the [source_col_1] was [val_1] and when the [source_col_1] was [val_2]?', 'type': 'date_difference'}"
instance_43_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_43_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_43_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_43_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_43_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_43_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_43_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_43_v6.json: Unknown string format,"César for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_43_v6.json: Unknown string format,"David di Donatello for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_45_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_45_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_45_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_45_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_45_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_45_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_45_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_45_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_45_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_46_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_46_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_46_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_46_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_46_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_46_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_46_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_46_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_46_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_47_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_47_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
