original_url,converted_url
http://en.wikipedia.org/wiki/Godfrey_Quigley,http://en.wikipedia.org/?curid=5616778
http://en.wikipedia.org/wiki/Michelle_Rodriguez,http://en.wikipedia.org/?curid=306460
http://en.wikipedia.org/wiki/Villain_and_Widow,http://en.wikipedia.org/?curid=43734079
http://en.wikipedia.org/wiki/Mark_Lewis_(storyteller),http://en.wikipedia.org/?curid=26648341
http://en.wikipedia.org/wiki/Donna_Allen,http://en.wikipedia.org/?curid=68685696
http://en.wikipedia.org/wiki/Lindsay_and_Sidney_Greenbush,http://en.wikipedia.org/?curid=1282197
http://en.wikipedia.org/wiki/Simon_Nash,http://en.wikipedia.org/?curid=3793577
http://en.wikipedia.org/wiki/Shinj%C5%8D_Domain,http://en.wikipedia.org/?curid=15974040
http://en.wikipedia.org/wiki/Kathryn_Beck,http://en.wikipedia.org/?curid=12413023
"http://en.wikipedia.org/wiki/Alec_Milne_(footballer,_born_1889)",http://en.wikipedia.org/?curid=24746054
http://en.wikipedia.org/wiki/Religion_in_the_Netherlands,http://en.wikipedia.org/?curid=6060518
http://en.wikipedia.org/wiki/Rebecca_Zhu,http://en.wikipedia.org/?curid=33416454
http://en.wikipedia.org/wiki/Andy_Dowie,http://en.wikipedia.org/?curid=15929389
http://en.wikipedia.org/wiki/Dutee_Chand,http://en.wikipedia.org/?curid=40482386
http://en.wikipedia.org/wiki/Freedom_Front_Plus,http://en.wikipedia.org/?curid=449582
http://en.wikipedia.org/wiki/Zachery_Ty_Bryan,http://en.wikipedia.org/?curid=2799041
http://en.wikipedia.org/wiki/Mitzi_Gaynor,http://en.wikipedia.org/?curid=1396687
http://en.wikipedia.org/wiki/Lollipop_(Param_Pam_Pam),http://en.wikipedia.org/?curid=32857950
http://en.wikipedia.org/wiki/Calvin_Jones_(running_back),http://en.wikipedia.org/?curid=12490742
http://en.wikipedia.org/wiki/Stand_Up_for_Love,http://en.wikipedia.org/?curid=2682423
http://en.wikipedia.org/wiki/Jack_Donnelly,http://en.wikipedia.org/?curid=39289572
http://en.wikipedia.org/wiki/Birmingham_Northfield_(UK_Parliament_constituency),http://en.wikipedia.org/?curid=1826139
http://en.wikipedia.org/wiki/Julia_Sarah_Stone,http://en.wikipedia.org/?curid=52701398
http://en.wikipedia.org/wiki/Swimming_at_the_2012_Summer_Olympics_%E2%80%93_Men's_100_metre_freestyle,http://en.wikipedia.org/?curid=34236371
http://en.wikipedia.org/wiki/Terry_Rooney_(baseball_coach),http://en.wikipedia.org/?curid=17899995
http://en.wikipedia.org/wiki/85th_United_States_Congress,http://en.wikipedia.org/?curid=1651764
http://en.wikipedia.org/wiki/Georg_Meier,http://en.wikipedia.org/?curid=9105889
http://en.wikipedia.org/wiki/2013_Tour_de_France,http://en.wikipedia.org/?curid=26668070
http://en.wikipedia.org/wiki/Vanessa_Marcil,http://en.wikipedia.org/?curid=690394
http://en.wikipedia.org/wiki/Tara_Fitzgerald,http://en.wikipedia.org/?curid=909198
http://en.wikipedia.org/wiki/Jim_Ryun,http://en.wikipedia.org/?curid=88790
http://en.wikipedia.org/wiki/List_of_governors_of_Tamil_Nadu,http://en.wikipedia.org/?curid=2383181
http://en.wikipedia.org/wiki/Calvin_Dean,http://en.wikipedia.org/?curid=22590333
http://en.wikipedia.org/wiki/List_of_Commanders_of_the_Turkish_Air_Force,http://en.wikipedia.org/?curid=67380810
http://en.wikipedia.org/wiki/Yukino_Kishii,http://en.wikipedia.org/?curid=58968051
http://en.wikipedia.org/wiki/New_Zealand_Music_Awards_for_Best_Hip_Hop_Artist_and_Best_Soul/RnB_Artist,http://en.wikipedia.org/?curid=65853283
"http://en.wikipedia.org/wiki/Ayr,_Carrick_and_Cumnock_(UK_Parliament_constituency)",http://en.wikipedia.org/?curid=1798031
http://en.wikipedia.org/wiki/Emmanuel_Kabongo,http://en.wikipedia.org/?curid=48620529
http://en.wikipedia.org/wiki/John_Muse,http://en.wikipedia.org/?curid=31395937
http://en.wikipedia.org/wiki/Fernando_Peres,http://en.wikipedia.org/?curid=10288304
http://en.wikipedia.org/wiki/List_of_Berlin_U-Bahn_stations,http://en.wikipedia.org/?curid=3509056
http://en.wikipedia.org/wiki/Medang_Kingdom,http://en.wikipedia.org/?curid=69088635
http://en.wikipedia.org/wiki/Federico_Bruno,http://en.wikipedia.org/?curid=42252355
http://en.wikipedia.org/wiki/Mouche_Phillips,http://en.wikipedia.org/?curid=27547354
http://en.wikipedia.org/wiki/Gold_Coast_Suns,http://en.wikipedia.org/?curid=16286349
http://en.wikipedia.org/wiki/Genesis_Rodriguez,http://en.wikipedia.org/?curid=11813284
http://en.wikipedia.org/wiki/1964_United_States_presidential_election_in_Illinois,http://en.wikipedia.org/?curid=54186679
http://en.wikipedia.org/wiki/Clova_Court,http://en.wikipedia.org/?curid=9893816
http://en.wikipedia.org/wiki/78th_United_States_Congress,http://en.wikipedia.org/?curid=2159537
http://en.wikipedia.org/wiki/Maheshtala_(Vidhan_Sabha_constituency),http://en.wikipedia.org/?curid=70840270
http://en.wikipedia.org/wiki/Danneel_Ackles,http://en.wikipedia.org/?curid=5497819
http://en.wikipedia.org/wiki/Chuck_Stobart,http://en.wikipedia.org/?curid=7783639
http://en.wikipedia.org/wiki/Irene_Mart%C3%ADnez,http://en.wikipedia.org/?curid=50348789
http://en.wikipedia.org/wiki/52nd_United_States_Congress,http://en.wikipedia.org/?curid=2417441
http://en.wikipedia.org/wiki/Andrea_Geubelle,http://en.wikipedia.org/?curid=40095791
http://en.wikipedia.org/wiki/Haley_Ramm,http://en.wikipedia.org/?curid=2636254
http://en.wikipedia.org/wiki/Auckland_(New_Zealand_electorate),http://en.wikipedia.org/?curid=65893742
http://en.wikipedia.org/wiki/Brian_Moorman,http://en.wikipedia.org/?curid=1686087
http://en.wikipedia.org/wiki/CFFM-FM,http://en.wikipedia.org/?curid=11285844
http://en.wikipedia.org/wiki/Tadas_%C5%A0u%C5%A1kevi%C4%8Dius,http://en.wikipedia.org/?curid=28119624
http://en.wikipedia.org/wiki/Myl%C3%A8ne_Dinh-Robic,http://en.wikipedia.org/?curid=23735232
http://en.wikipedia.org/wiki/2_Cool_2_Be_4gotten,http://en.wikipedia.org/?curid=53581172
http://en.wikipedia.org/wiki/Blind_(2011_film),http://en.wikipedia.org/?curid=32558509
http://en.wikipedia.org/wiki/Single_Ladies_(Put_a_Ring_on_It),http://en.wikipedia.org/?curid=19680601
http://en.wikipedia.org/wiki/CJGY-FM,http://en.wikipedia.org/?curid=16302778
http://en.wikipedia.org/wiki/Dual-Purpose_Improved_Conventional_Munition,http://en.wikipedia.org/?curid=71574593
http://en.wikipedia.org/wiki/Sean_Richard_Dulake,http://en.wikipedia.org/?curid=51175341
http://en.wikipedia.org/wiki/Simran_(actress),http://en.wikipedia.org/?curid=1163998
http://en.wikipedia.org/wiki/Thomas_Jordier,http://en.wikipedia.org/?curid=47538932
http://en.wikipedia.org/wiki/Te_Aroha_(New_Zealand_electorate),http://en.wikipedia.org/?curid=25875742
http://en.wikipedia.org/wiki/Faye_Dunaway_filmography,http://en.wikipedia.org/?curid=52016374
http://en.wikipedia.org/wiki/Loona_(group),http://en.wikipedia.org/?curid=62956296
http://en.wikipedia.org/wiki/James_Kwalia,http://en.wikipedia.org/?curid=6266044
http://en.wikipedia.org/wiki/Alice_Merton,http://en.wikipedia.org/?curid=53930781
http://en.wikipedia.org/wiki/L.A.R.S.,http://en.wikipedia.org/?curid=56800541
http://en.wikipedia.org/wiki/Garry_Shandling,http://en.wikipedia.org/?curid=635632
http://en.wikipedia.org/wiki/The_Fat_Lady_Sings,http://en.wikipedia.org/?curid=2884377
http://en.wikipedia.org/wiki/Luci_Christian,http://en.wikipedia.org/?curid=3064098
http://en.wikipedia.org/wiki/Ba_Dun,http://en.wikipedia.org/?curid=54337654
http://en.wikipedia.org/wiki/The_Poker_Players_Championship,http://en.wikipedia.org/?curid=28101177
http://en.wikipedia.org/wiki/List_of_best-selling_albums_in_the_United_States,http://en.wikipedia.org/?curid=308211
http://en.wikipedia.org/wiki/Yumna_Zaidi,http://en.wikipedia.org/?curid=38692025
http://en.wikipedia.org/wiki/Bob_Deuell,http://en.wikipedia.org/?curid=1266420
http://en.wikipedia.org/wiki/Mimi_Ndiweni,http://en.wikipedia.org/?curid=73089945
http://en.wikipedia.org/wiki/Blaenau_Gwent_(UK_Parliament_constituency),http://en.wikipedia.org/?curid=1807892
http://en.wikipedia.org/wiki/Anne_Jeffreys,http://en.wikipedia.org/?curid=1505350
http://en.wikipedia.org/wiki/Den_Eimai_Iroas,http://en.wikipedia.org/?curid=60599260
http://en.wikipedia.org/wiki/Radhika_Pandit,http://en.wikipedia.org/?curid=19859265
http://en.wikipedia.org/wiki/List_of_Swedish_men's_handball_champions,http://en.wikipedia.org/?curid=54514055
http://en.wikipedia.org/wiki/Vanessa_Lachey,http://en.wikipedia.org/?curid=1888621
http://en.wikipedia.org/wiki/Tim_Pigott-Smith,http://en.wikipedia.org/?curid=2501690
http://en.wikipedia.org/wiki/Coffee_production_in_India,http://en.wikipedia.org/?curid=18931461
http://en.wikipedia.org/wiki/Jennifer_Westfeldt,http://en.wikipedia.org/?curid=723323
http://en.wikipedia.org/wiki/Korbinian_Vollmann,http://en.wikipedia.org/?curid=33268833
http://en.wikipedia.org/wiki/Kathleen_Widdoes,http://en.wikipedia.org/?curid=3139527
http://en.wikipedia.org/wiki/Johanna_Wokalek,http://en.wikipedia.org/?curid=20655534
http://en.wikipedia.org/wiki/HMS_Illustrious_(87),http://en.wikipedia.org/?curid=439139
http://en.wikipedia.org/wiki/Fran%C3%A7ois-Eudes_Chanfrault,http://en.wikipedia.org/?curid=34900544
http://en.wikipedia.org/wiki/79th_United_States_Congress,http://en.wikipedia.org/?curid=2159513
http://en.wikipedia.org/wiki/Pere_Milla,http://en.wikipedia.org/?curid=45055897
http://en.wikipedia.org/wiki/Kedar_Williams-Stirling,http://en.wikipedia.org/?curid=59679621
"http://en.wikipedia.org/wiki/Torbay,_Newfoundland_and_Labrador",http://en.wikipedia.org/?curid=2517237
http://en.wikipedia.org/wiki/Aloysius_Pang,http://en.wikipedia.org/?curid=44623065
http://en.wikipedia.org/wiki/Alphabeat,http://en.wikipedia.org/?curid=14710356
http://en.wikipedia.org/wiki/Jack_Miller_(footballer),http://en.wikipedia.org/?curid=22535217
http://en.wikipedia.org/wiki/JJ_Feild,http://en.wikipedia.org/?curid=8643081
http://en.wikipedia.org/wiki/List_of_Bollywood_films_of_1963,http://en.wikipedia.org/?curid=70372467
http://en.wikipedia.org/wiki/Karel_David,http://en.wikipedia.org/?curid=15325673
http://en.wikipedia.org/wiki/Paula_Fletcher,http://en.wikipedia.org/?curid=902896
http://en.wikipedia.org/wiki/Ronnie_Barker,http://en.wikipedia.org/?curid=75619
http://en.wikipedia.org/wiki/Pat_Porter,http://en.wikipedia.org/?curid=18783418
http://en.wikipedia.org/wiki/Julie_Hesmondhalgh,http://en.wikipedia.org/?curid=1044889
http://en.wikipedia.org/wiki/Christian_Bowman,http://en.wikipedia.org/?curid=19083910
http://en.wikipedia.org/wiki/Aahana_Kumra,http://en.wikipedia.org/?curid=45405308
http://en.wikipedia.org/wiki/Uroboros_(album),http://en.wikipedia.org/?curid=18672879
http://en.wikipedia.org/wiki/Jim_Saia,http://en.wikipedia.org/?curid=10669804
http://en.wikipedia.org/wiki/Neal_Huff,http://en.wikipedia.org/?curid=11849716
http://en.wikipedia.org/wiki/Cariba_Heine,http://en.wikipedia.org/?curid=10887405
http://en.wikipedia.org/wiki/SR_Z_class,http://en.wikipedia.org/?curid=1323404
http://en.wikipedia.org/wiki/Mamta_Kulkarni,http://en.wikipedia.org/?curid=2452881
http://en.wikipedia.org/wiki/2016_IAAF_World_Indoor_Championships_%E2%80%93_Women's_pentathlon,http://en.wikipedia.org/?curid=49828615
http://en.wikipedia.org/wiki/Keith_Magnuson,http://en.wikipedia.org/?curid=3389488
http://en.wikipedia.org/wiki/Teeth_%26_Tongue,http://en.wikipedia.org/?curid=42687538
http://en.wikipedia.org/wiki/Ogden_Avenue,http://en.wikipedia.org/?curid=22339718
http://en.wikipedia.org/wiki/Ou_Kyoung-jun,http://en.wikipedia.org/?curid=13285562
http://en.wikipedia.org/wiki/2017_SX17,http://en.wikipedia.org/?curid=55427289
http://en.wikipedia.org/wiki/LisaGay_Hamilton,http://en.wikipedia.org/?curid=656634
http://en.wikipedia.org/wiki/Angie_Hulley,http://en.wikipedia.org/?curid=27751582
http://en.wikipedia.org/wiki/Keiynan_Lonsdale,http://en.wikipedia.org/?curid=43556153
http://en.wikipedia.org/wiki/Alison_Sudol,http://en.wikipedia.org/?curid=12286507
http://en.wikipedia.org/wiki/Karahal_Kalan,http://en.wikipedia.org/?curid=51170123
http://en.wikipedia.org/wiki/Arthur_Blythe,http://en.wikipedia.org/?curid=890254
http://en.wikipedia.org/wiki/Beat_of_My_Heart,http://en.wikipedia.org/?curid=3025484
"http://en.wikipedia.org/wiki/List_of_county_routes_in_Suffolk_County,_New_York_(76%E2%80%93100)",http://en.wikipedia.org/?curid=31442288
http://en.wikipedia.org/wiki/1844_New_Jersey_gubernatorial_election,http://en.wikipedia.org/?curid=49515731
http://en.wikipedia.org/wiki/2007_Ijok_by-election,http://en.wikipedia.org/?curid=10456154
http://en.wikipedia.org/wiki/Ian_Charleson,http://en.wikipedia.org/?curid=1034374
http://en.wikipedia.org/wiki/Allen_Leech,http://en.wikipedia.org/?curid=9578583
http://en.wikipedia.org/wiki/1993_Newbury_by-election,http://en.wikipedia.org/?curid=1792286
http://en.wikipedia.org/wiki/Lindsey_Morgan,http://en.wikipedia.org/?curid=39406921
http://en.wikipedia.org/wiki/1920_Lithuanian_parliamentary_election,http://en.wikipedia.org/?curid=34401752
http://en.wikipedia.org/wiki/Tom_McGowan,http://en.wikipedia.org/?curid=3550435
http://en.wikipedia.org/wiki/KJZZ-TV,http://en.wikipedia.org/?curid=2108981
http://en.wikipedia.org/wiki/1930_Isle_of_Man_TT,http://en.wikipedia.org/?curid=8015296
http://en.wikipedia.org/wiki/1968_Tour_de_France,http://en.wikipedia.org/?curid=3696702
http://en.wikipedia.org/wiki/Georges_Boucher,http://en.wikipedia.org/?curid=1988790
http://en.wikipedia.org/wiki/2003_Masters_Tournament,http://en.wikipedia.org/?curid=16458279
http://en.wikipedia.org/wiki/List_of_churches_in_M%C3%B8re_og_Romsdal,http://en.wikipedia.org/?curid=62709852
http://en.wikipedia.org/wiki/Ingrid_Kristiansen,http://en.wikipedia.org/?curid=1611536
http://en.wikipedia.org/wiki/Kris_Wu,http://en.wikipedia.org/?curid=43430636
http://en.wikipedia.org/wiki/Swimming_at_the_2000_Summer_Olympics_%E2%80%93_Men's_200_metre_breaststroke,http://en.wikipedia.org/?curid=12386570
http://en.wikipedia.org/wiki/Jeff_Hemmerman,http://en.wikipedia.org/?curid=14893162
"http://en.wikipedia.org/wiki/Hitoshi_Sasaki_(footballer,_born_1973)",http://en.wikipedia.org/?curid=30849641
"http://en.wikipedia.org/wiki/Frederick_Hindle_(politician,_born_1848)",http://en.wikipedia.org/?curid=9270756
http://en.wikipedia.org/wiki/B.B.E.,http://en.wikipedia.org/?curid=6202576
http://en.wikipedia.org/wiki/2002_United_States_House_of_Representatives_elections_in_Minnesota,http://en.wikipedia.org/?curid=33190828
http://en.wikipedia.org/wiki/Nova_Scotia_Trunk_7,http://en.wikipedia.org/?curid=4581400
http://en.wikipedia.org/wiki/Big_DS,http://en.wikipedia.org/?curid=5928080
http://en.wikipedia.org/wiki/German_submarine_U-371,http://en.wikipedia.org/?curid=7268183
http://en.wikipedia.org/wiki/Trevor_Wright,http://en.wikipedia.org/?curid=17432928
http://en.wikipedia.org/wiki/Natalya_Pomoshchnikova-Voronova,http://en.wikipedia.org/?curid=3572926
http://en.wikipedia.org/wiki/Hank_Egan,http://en.wikipedia.org/?curid=7969007
http://en.wikipedia.org/wiki/1952_Tour_de_France,http://en.wikipedia.org/?curid=2648812
http://en.wikipedia.org/wiki/Barry_MacKay_(actor),http://en.wikipedia.org/?curid=16590919
http://en.wikipedia.org/wiki/Ted_Bank,http://en.wikipedia.org/?curid=30786697
http://en.wikipedia.org/wiki/Ahmad_Gholoum,http://en.wikipedia.org/?curid=44916891
http://en.wikipedia.org/wiki/Drake_Bell,http://en.wikipedia.org/?curid=683150
http://en.wikipedia.org/wiki/John_Franklin_(actor),http://en.wikipedia.org/?curid=2054126
http://en.wikipedia.org/wiki/Frank_Stokes_(footballer),http://en.wikipedia.org/?curid=13679123
http://en.wikipedia.org/wiki/Alvin_Alvarez,http://en.wikipedia.org/?curid=51602211
http://en.wikipedia.org/wiki/Greta_Gerwig,http://en.wikipedia.org/?curid=26572102
http://en.wikipedia.org/wiki/Iker_Casillas,http://en.wikipedia.org/?curid=507433
http://en.wikipedia.org/wiki/Phil_Mathews,http://en.wikipedia.org/?curid=61018064
http://en.wikipedia.org/wiki/Carlos_Quintero_(cyclist),http://en.wikipedia.org/?curid=42716825
http://en.wikipedia.org/wiki/Balurghat_(Vidhan_Sabha_constituency),http://en.wikipedia.org/?curid=70839735
http://en.wikipedia.org/wiki/Gavin_MacLeod,http://en.wikipedia.org/?curid=12792
http://en.wikipedia.org/wiki/Jackie_Mudie,http://en.wikipedia.org/?curid=7509663
http://en.wikipedia.org/wiki/Carey_May,http://en.wikipedia.org/?curid=8082668
http://en.wikipedia.org/wiki/2008_Isle_of_Man_TT,http://en.wikipedia.org/?curid=14209455
http://en.wikipedia.org/wiki/David_Threlfall,http://en.wikipedia.org/?curid=4093280
http://en.wikipedia.org/wiki/Hanna_Ryzhykova,http://en.wikipedia.org/?curid=66229942
http://en.wikipedia.org/wiki/Katharine_Balfour,http://en.wikipedia.org/?curid=42893831
http://en.wikipedia.org/wiki/Lee_Sandford,http://en.wikipedia.org/?curid=23397669
http://en.wikipedia.org/wiki/Ro_Khanna,http://en.wikipedia.org/?curid=38318277
http://en.wikipedia.org/wiki/Frances_O'Connor,http://en.wikipedia.org/?curid=1964019
http://en.wikipedia.org/wiki/List_of_Thai_submissions_for_the_Academy_Award_for_Best_Foreign_Language_Film,http://en.wikipedia.org/?curid=62689803
http://en.wikipedia.org/wiki/Atlas_of_Peculiar_Galaxies,http://en.wikipedia.org/?curid=3826406
http://en.wikipedia.org/wiki/Swimming_at_the_2016_Summer_Olympics_%E2%80%93_Men's_400_metre_freestyle,http://en.wikipedia.org/?curid=45186779
http://en.wikipedia.org/wiki/Air_China,http://en.wikipedia.org/?curid=297958
http://en.wikipedia.org/wiki/Jos%C3%A9_Ca%C3%B1as,http://en.wikipedia.org/?curid=28133030
http://en.wikipedia.org/wiki/Richard_LeParmentier,http://en.wikipedia.org/?curid=2497046
http://en.wikipedia.org/wiki/Adam_Wylie,http://en.wikipedia.org/?curid=724936
http://en.wikipedia.org/wiki/1979%E2%80%9380_Port_Vale_F.C._season,http://en.wikipedia.org/?curid=30298697
"http://en.wikipedia.org/wiki/Andy_Thompson_(footballer,_born_1967)",http://en.wikipedia.org/?curid=5259656
http://en.wikipedia.org/wiki/Kat_Dennings,http://en.wikipedia.org/?curid=3798345
http://en.wikipedia.org/wiki/Gerling,http://en.wikipedia.org/?curid=603660
http://en.wikipedia.org/wiki/Eufonius_discography,http://en.wikipedia.org/?curid=24793354
http://en.wikipedia.org/wiki/Felipe_Fran%C3%A7a_Silva,http://en.wikipedia.org/?curid=22997720
http://en.wikipedia.org/wiki/Jeff_Gordon_in_popular_culture,http://en.wikipedia.org/?curid=48856428
http://en.wikipedia.org/wiki/Deep_in_Love,http://en.wikipedia.org/?curid=38234509
http://en.wikipedia.org/wiki/Swimming_at_the_2012_Summer_Olympics_%E2%80%93_Men's_200_metre_freestyle,http://en.wikipedia.org/?curid=34236382
http://en.wikipedia.org/wiki/Donnie_Yen,http://en.wikipedia.org/?curid=1476899
http://en.wikipedia.org/wiki/Wendy_Matthews,http://en.wikipedia.org/?curid=693813
http://en.wikipedia.org/wiki/Pierre-Michel_Lasogga,http://en.wikipedia.org/?curid=28939090
http://en.wikipedia.org/wiki/A_Chorus_Line,http://en.wikipedia.org/?curid=529355
http://en.wikipedia.org/wiki/Polish_People's_Party,http://en.wikipedia.org/?curid=39265
http://en.wikipedia.org/wiki/Swimming_at_the_2016_Summer_Olympics_%E2%80%93_Men's_100_metre_freestyle,http://en.wikipedia.org/?curid=45186775
http://en.wikipedia.org/wiki/PrettyMuch,http://en.wikipedia.org/?curid=55321496
http://en.wikipedia.org/wiki/The_Knife,http://en.wikipedia.org/?curid=3214697
http://en.wikipedia.org/wiki/Cassandra_Harris,http://en.wikipedia.org/?curid=1141273
http://en.wikipedia.org/wiki/Derek_Klena,http://en.wikipedia.org/?curid=53572356
http://en.wikipedia.org/wiki/Gledis_Cinque,http://en.wikipedia.org/?curid=33519938
http://en.wikipedia.org/wiki/Jenna_Ushkowitz,http://en.wikipedia.org/?curid=23057456
http://en.wikipedia.org/wiki/Sarah_Sj%C3%B6str%C3%B6m,http://en.wikipedia.org/?curid=16493334
http://en.wikipedia.org/wiki/Mot%C3%B6rhead,http://en.wikipedia.org/?curid=20907
http://en.wikipedia.org/wiki/Tom_Brittney,http://en.wikipedia.org/?curid=57806942
http://en.wikipedia.org/wiki/1887_German_federal_election,http://en.wikipedia.org/?curid=2118964
http://en.wikipedia.org/wiki/1942_Maldon_by-election,http://en.wikipedia.org/?curid=9514324
"http://en.wikipedia.org/wiki/Diego_(footballer,_born_1985)",http://en.wikipedia.org/?curid=2110277
http://en.wikipedia.org/wiki/Odyssey_Number_Five,http://en.wikipedia.org/?curid=2224370
http://en.wikipedia.org/wiki/Garuda_di_Dadaku,http://en.wikipedia.org/?curid=35834262
http://en.wikipedia.org/wiki/Fermanagh_and_South_Tyrone_(UK_Parliament_constituency),http://en.wikipedia.org/?curid=861562
http://en.wikipedia.org/wiki/Rory_Keenan,http://en.wikipedia.org/?curid=53106601
http://en.wikipedia.org/wiki/Kaytranada,http://en.wikipedia.org/?curid=43010553
http://en.wikipedia.org/wiki/Cary_Feldmann,http://en.wikipedia.org/?curid=49421587
http://en.wikipedia.org/wiki/1901_Bulgarian_parliamentary_election,http://en.wikipedia.org/?curid=33679300
http://en.wikipedia.org/wiki/Barry_Sanders,http://en.wikipedia.org/?curid=179348
"http://en.wikipedia.org/wiki/Biro-Biro_(footballer,_born_1974)",http://en.wikipedia.org/?curid=17929583
http://en.wikipedia.org/wiki/Angela_Chalmers,http://en.wikipedia.org/?curid=6606536
http://en.wikipedia.org/wiki/Madhuurima,http://en.wikipedia.org/?curid=69254097
http://en.wikipedia.org/wiki/Earl_Bamber,http://en.wikipedia.org/?curid=19551662
http://en.wikipedia.org/wiki/Richard_Juan,http://en.wikipedia.org/?curid=43423552
