Page ID,LOGICNLG URL,ToTTo URL
12369913,http://en.wikipedia.org/?curid=12369913,http://en.wikipedia.org/wiki/List_of_Israeli_submissions_for_the_Academy_Award_for_Best_Foreign_Language_Film
11983460,http://en.wikipedia.org/?curid=11983460,http://en.wikipedia.org/wiki/Dan_Marino
18855244,http://en.wikipedia.org/?curid=18855244,http://en.wikipedia.org/wiki/List_of_multiple_Olympic_medalists
14342367,http://en.wikipedia.org/?curid=14342367,http://en.wikipedia.org/wiki/1902_Michigan_Wolverines_football_team
12302903,http://en.wikipedia.org/?curid=12302903,http://en.wikipedia.org/wiki/Kazunari_Murakami
11625196,http://en.wikipedia.org/?curid=11625196,http://en.wikipedia.org/wiki/Chas_Mortimer
10644188,http://en.wikipedia.org/?curid=10644188,http://en.wikipedia.org/wiki/List_of_members_of_the_United_States_Congress_by_longevity_of_service
12053641,http://en.wikipedia.org/?curid=12053641,http://en.wikipedia.org/wiki/Operator_Please
1145513,http://en.wikipedia.org/?curid=1145513,http://en.wikipedia.org/wiki/List_of_craters_on_Venus
1243548,http://en.wikipedia.org/?curid=1243548,http://en.wikipedia.org/wiki/Bad_Girls_(TV_series)
13041983,http://en.wikipedia.org/?curid=13041983,http://en.wikipedia.org/wiki/Ryan_Jensen_(fighter)
1125082,http://en.wikipedia.org/?curid=1125082,http://en.wikipedia.org/wiki/List_of_Pennsylvania_state_parks
18772558,http://en.wikipedia.org/?curid=18772558,http://en.wikipedia.org/wiki/List_of_longest-serving_soap_opera_actors
13985563,http://en.wikipedia.org/?curid=13985563,http://en.wikipedia.org/wiki/Mattia_Pasini
12418234,http://en.wikipedia.org/?curid=12418234,http://en.wikipedia.org/wiki/List_of_Danish_consorts
2012187,http://en.wikipedia.org/?curid=2012187,http://en.wikipedia.org/wiki/Travis_Kvapil
159975,http://en.wikipedia.org/?curid=159975,http://en.wikipedia.org/wiki/Jacky_Ickx
2139390,http://en.wikipedia.org/?curid=2139390,http://en.wikipedia.org/wiki/2013_Toyota/Save_Mart_350
13599687,http://en.wikipedia.org/?curid=13599687,http://en.wikipedia.org/wiki/List_of_Formula_One_driver_records
17143567,http://en.wikipedia.org/?curid=17143567,http://en.wikipedia.org/wiki/Carlo_Simionato
11012004,http://en.wikipedia.org/?curid=11012004,http://en.wikipedia.org/wiki/Alberto_Heredia_Ceballos
1661124,http://en.wikipedia.org/?curid=1661124,http://en.wikipedia.org/wiki/Cancer_immunotherapy
1241808,http://en.wikipedia.org/?curid=1241808,http://en.wikipedia.org/wiki/Willis_McGahee
1620813,http://en.wikipedia.org/?curid=1620813,http://en.wikipedia.org/wiki/Dreamworld_(Australian_theme_park)
17289732,http://en.wikipedia.org/?curid=17289732,http://en.wikipedia.org/wiki/Duffy_discography
18765101,http://en.wikipedia.org/?curid=18765101,http://en.wikipedia.org/wiki/Allen_County_Athletic_Conference
1604842,http://en.wikipedia.org/?curid=1604842,http://en.wikipedia.org/wiki/List_of_longest_suspension_bridge_spans
19908313,http://en.wikipedia.org/?curid=19908313,http://en.wikipedia.org/wiki/2009_NASCAR_Camping_World_Truck_Series
11945981,http://en.wikipedia.org/?curid=11945981,http://en.wikipedia.org/wiki/Naomi_Cavaday
1651764,http://en.wikipedia.org/?curid=1651764,http://en.wikipedia.org/wiki/85th_United_States_Congress
2159513,http://en.wikipedia.org/?curid=2159513,http://en.wikipedia.org/wiki/79th_United_States_Congress
18951015,http://en.wikipedia.org/?curid=18951015,http://en.wikipedia.org/wiki/CARIFTA_Games
14139408,http://en.wikipedia.org/?curid=14139408,http://en.wikipedia.org/wiki/Simone_Corsi
18341614,http://en.wikipedia.org/?curid=18341614,http://en.wikipedia.org/wiki/Nevada_Interscholastic_Activities_Association
2226817,http://en.wikipedia.org/?curid=2226817,http://en.wikipedia.org/wiki/List_of_Married..._with_Children_episodes
17625000,http://en.wikipedia.org/?curid=17625000,http://en.wikipedia.org/wiki/Scott_Jorgensen
1851722,http://en.wikipedia.org/?curid=1851722,http://en.wikipedia.org/wiki/List_of_Game_of_the_Year_awards
154682,http://en.wikipedia.org/?curid=154682,http://en.wikipedia.org/wiki/Clifton_Webb
224840,http://en.wikipedia.org/?curid=224840,http://en.wikipedia.org/wiki/6th_United_States_Congress
17290150,http://en.wikipedia.org/?curid=17290150,http://en.wikipedia.org/wiki/1955_U.S._Open_(golf)
26124171,http://en.wikipedia.org/?curid=26124171,http://en.wikipedia.org/wiki/Nicolas_Marroc
13120745,http://en.wikipedia.org/?curid=13120745,http://en.wikipedia.org/wiki/Specimens_of_Tyrannosaurus
19517448,http://en.wikipedia.org/?curid=19517448,http://en.wikipedia.org/wiki/List_of_500-yard_passing_games_in_the_National_Football_League
1700594,http://en.wikipedia.org/?curid=1700594,http://en.wikipedia.org/wiki/Andrea_Pirlo
2082992,http://en.wikipedia.org/?curid=2082992,http://en.wikipedia.org/wiki/Electricity_sector_in_Canada
13255695,http://en.wikipedia.org/?curid=13255695,http://en.wikipedia.org/wiki/List_of_leading_rugby_union_test_point_scorers
12113,http://en.wikipedia.org/?curid=12113,http://en.wikipedia.org/wiki/Economy_of_Greece
1218368,http://en.wikipedia.org/?curid=1218368,http://en.wikipedia.org/wiki/Teo_Fabi
13270,http://en.wikipedia.org/?curid=13270,http://en.wikipedia.org/wiki/Hawaii
11950720,http://en.wikipedia.org/?curid=11950720,http://en.wikipedia.org/wiki/1998_ICC_KnockOut_Trophy
1617211,http://en.wikipedia.org/?curid=1617211,http://en.wikipedia.org/wiki/Jeff_Andretti
127511,http://en.wikipedia.org/?curid=127511,http://en.wikipedia.org/wiki/DNA_sequencer
1123428,http://en.wikipedia.org/?curid=1123428,http://en.wikipedia.org/wiki/2001_Belgian_Grand_Prix
1329532,http://en.wikipedia.org/?curid=1329532,"http://en.wikipedia.org/wiki/List_of_mayors_of_Boise,_Idaho"
18860278,http://en.wikipedia.org/?curid=18860278,http://en.wikipedia.org/wiki/List_of_dual-code_rugby_internationals
1291598,http://en.wikipedia.org/?curid=1291598,http://en.wikipedia.org/wiki/List_of_best-selling_music_artists
11948277,http://en.wikipedia.org/?curid=11948277,http://en.wikipedia.org/wiki/List_of_European_Council_meetings
2417330,http://en.wikipedia.org/?curid=2417330,http://en.wikipedia.org/wiki/37th_United_States_Congress
1885244,http://en.wikipedia.org/?curid=1885244,http://en.wikipedia.org/wiki/List_of_Swiss_cantons_by_elevation
13897690,http://en.wikipedia.org/?curid=13897690,http://en.wikipedia.org/wiki/List_of_islands_of_the_United_States_by_area
2160008,http://en.wikipedia.org/?curid=2160008,http://en.wikipedia.org/wiki/76th_United_States_Congress
25182437,http://en.wikipedia.org/?curid=25182437,http://en.wikipedia.org/wiki/List_of_Prime_Ministers_of_New_Zealand_by_time_in_office
14670286,http://en.wikipedia.org/?curid=14670286,http://en.wikipedia.org/wiki/Keisuke_Honda
18442691,http://en.wikipedia.org/?curid=18442691,http://en.wikipedia.org/wiki/List_of_best-selling_albums_in_the_United_Kingdom
113288,http://en.wikipedia.org/?curid=113288,http://en.wikipedia.org/wiki/Novi_Sad
17637041,http://en.wikipedia.org/?curid=17637041,http://en.wikipedia.org/wiki/Fantasy_Black_Channel
10814816,http://en.wikipedia.org/?curid=10814816,http://en.wikipedia.org/wiki/List_of_current_National_Football_League_stadiums
17277149,http://en.wikipedia.org/?curid=17277149,http://en.wikipedia.org/wiki/1965_U.S._Open_(golf)
1640715,http://en.wikipedia.org/?curid=1640715,http://en.wikipedia.org/wiki/Mike_Skinner_(racing_driver)
10701045,http://en.wikipedia.org/?curid=10701045,http://en.wikipedia.org/wiki/1950_VFL_season
225095,http://en.wikipedia.org/?curid=225095,http://en.wikipedia.org/wiki/12th_United_States_Congress
25220821,http://en.wikipedia.org/?curid=25220821,http://en.wikipedia.org/wiki/2010_Isle_of_Man_TT
15671631,http://en.wikipedia.org/?curid=15671631,http://en.wikipedia.org/wiki/Maura_Viceconte
1722194,http://en.wikipedia.org/?curid=1722194,http://en.wikipedia.org/wiki/List_of_tallest_buildings_in_Montreal
275162,http://en.wikipedia.org/?curid=275162,http://en.wikipedia.org/wiki/BMW_Championship_(PGA_Tour)
1644840,http://en.wikipedia.org/?curid=1644840,http://en.wikipedia.org/wiki/Sheridan_Smith
28819393,http://en.wikipedia.org/?curid=28819393,http://en.wikipedia.org/wiki/Green_Party_of_England_and_Wales_election_results
18427840,http://en.wikipedia.org/?curid=18427840,http://en.wikipedia.org/wiki/Rafael_dos_Anjos
1549452,http://en.wikipedia.org/?curid=1549452,http://en.wikipedia.org/wiki/Mikhail_Youzhny
163873,http://en.wikipedia.org/?curid=163873,http://en.wikipedia.org/wiki/English_numerals
2512935,http://en.wikipedia.org/?curid=2512935,http://en.wikipedia.org/wiki/List_of_best-selling_books
17643202,http://en.wikipedia.org/?curid=17643202,http://en.wikipedia.org/wiki/1980_Cincinnati_Bengals_season
18204800,http://en.wikipedia.org/?curid=18204800,http://en.wikipedia.org/wiki/Roy_Nelson_(fighter)
21564794,http://en.wikipedia.org/?curid=21564794,http://en.wikipedia.org/wiki/Sports_in_St._Louis
29633639,http://en.wikipedia.org/?curid=29633639,http://en.wikipedia.org/wiki/List_of_TVB_dramas_in_2011
16865180,http://en.wikipedia.org/?curid=16865180,http://en.wikipedia.org/wiki/Brotherhood_of_Man_discography
166570,http://en.wikipedia.org/?curid=166570,http://en.wikipedia.org/wiki/List_of_tallest_structures
1139093,http://en.wikipedia.org/?curid=1139093,http://en.wikipedia.org/wiki/1987_Formula_One_World_Championship
1231316,http://en.wikipedia.org/?curid=1231316,http://en.wikipedia.org/wiki/100_metres
12058560,http://en.wikipedia.org/?curid=12058560,http://en.wikipedia.org/wiki/2006_Philadelphia_Barrage_season
16441868,http://en.wikipedia.org/?curid=16441868,http://en.wikipedia.org/wiki/1958_Miles
12764987,http://en.wikipedia.org/?curid=12764987,http://en.wikipedia.org/wiki/Romain_Grosjean
1105695,http://en.wikipedia.org/?curid=1105695,http://en.wikipedia.org/wiki/Jeep_Grand_Cherokee
1615758,http://en.wikipedia.org/?curid=1615758,http://en.wikipedia.org/wiki/Tony_Kanaan
1199219,http://en.wikipedia.org/?curid=1199219,http://en.wikipedia.org/wiki/92nd_United_States_Congress
17386066,http://en.wikipedia.org/?curid=17386066,http://en.wikipedia.org/wiki/1972_Buffalo_Bills_season
164910,http://en.wikipedia.org/?curid=164910,http://en.wikipedia.org/wiki/Serena_Williams
11388236,http://en.wikipedia.org/?curid=11388236,http://en.wikipedia.org/wiki/Seattle
1715351,http://en.wikipedia.org/?curid=1715351,http://en.wikipedia.org/wiki/Juliet_Stevenson
18931507,http://en.wikipedia.org/?curid=18931507,http://en.wikipedia.org/wiki/Henry_Cejudo
2602958,http://en.wikipedia.org/?curid=2602958,http://en.wikipedia.org/wiki/List_of_Gilmore_Girls_episodes
1451581,http://en.wikipedia.org/?curid=1451581,http://en.wikipedia.org/wiki/List_of_busiest_airports_by_cargo_traffic
19264489,http://en.wikipedia.org/?curid=19264489,http://en.wikipedia.org/wiki/Ubuntu_version_history
1228353,http://en.wikipedia.org/?curid=1228353,http://en.wikipedia.org/wiki/Felice_Bonetto
15480222,http://en.wikipedia.org/?curid=15480222,http://en.wikipedia.org/wiki/1995_NCAA_Division_I_Women's_Basketball_Tournament
13227897,http://en.wikipedia.org/?curid=13227897,http://en.wikipedia.org/wiki/Homare_Sawa
203802,http://en.wikipedia.org/?curid=203802,http://en.wikipedia.org/wiki/List_of_political_parties_in_Norway
18804639,http://en.wikipedia.org/?curid=18804639,http://en.wikipedia.org/wiki/Grace_Jones_discography
18952822,http://en.wikipedia.org/?curid=18952822,http://en.wikipedia.org/wiki/List_of_German_women's_football_champions
15570607,http://en.wikipedia.org/?curid=15570607,http://en.wikipedia.org/wiki/Edoardo_Piscopo
15446163,http://en.wikipedia.org/?curid=15446163,http://en.wikipedia.org/wiki/List_of_Huddersfield_Town_A.F.C._records_and_statistics
2168295,http://en.wikipedia.org/?curid=2168295,http://en.wikipedia.org/wiki/List_of_districts_of_Rajasthan
17441190,http://en.wikipedia.org/?curid=17441190,http://en.wikipedia.org/wiki/Naoyuki_Kotani
1278412,http://en.wikipedia.org/?curid=1278412,http://en.wikipedia.org/wiki/Jonathan_Vilma
17231331,http://en.wikipedia.org/?curid=17231331,http://en.wikipedia.org/wiki/1981_U.S._Open_(golf)
10870631,http://en.wikipedia.org/?curid=10870631,http://en.wikipedia.org/wiki/List_of_Bohemian_consorts
16898777,http://en.wikipedia.org/?curid=16898777,http://en.wikipedia.org/wiki/2008_Toronto_Argonauts_season
1358608,http://en.wikipedia.org/?curid=1358608,http://en.wikipedia.org/wiki/Northerly
1628331,http://en.wikipedia.org/?curid=1628331,http://en.wikipedia.org/wiki/Nico_Rosberg
2159537,http://en.wikipedia.org/?curid=2159537,http://en.wikipedia.org/wiki/78th_United_States_Congress
15352703,http://en.wikipedia.org/?curid=15352703,http://en.wikipedia.org/wiki/1990_Buffalo_Bills_season
23128286,http://en.wikipedia.org/?curid=23128286,http://en.wikipedia.org/wiki/Adriano_Buzaid
23242968,http://en.wikipedia.org/?curid=23242968,http://en.wikipedia.org/wiki/American_Dad!_(season_5)
1860337,http://en.wikipedia.org/?curid=1860337,http://en.wikipedia.org/wiki/List_of_South_African_provinces_by_population
11402303,http://en.wikipedia.org/?curid=11402303,http://en.wikipedia.org/wiki/Yuki_Yamaguchi
13808686,http://en.wikipedia.org/?curid=13808686,http://en.wikipedia.org/wiki/Jean-Karl_Vernay
1140097,http://en.wikipedia.org/?curid=1140097,http://en.wikipedia.org/wiki/1966_Formula_One_season
15978776,http://en.wikipedia.org/?curid=15978776,http://en.wikipedia.org/wiki/The_Church_of_Jesus_Christ_of_Latter-day_Saints_in_Arkansas
18421845,http://en.wikipedia.org/?curid=18421845,http://en.wikipedia.org/wiki/Teddy_Tamgho
17111812,http://en.wikipedia.org/?curid=17111812,http://en.wikipedia.org/wiki/Sound_of...
12087796,http://en.wikipedia.org/?curid=12087796,http://en.wikipedia.org/wiki/1952_NBA_draft
13580041,http://en.wikipedia.org/?curid=13580041,http://en.wikipedia.org/wiki/Centenary_Quaich
1838472,http://en.wikipedia.org/?curid=1838472,http://en.wikipedia.org/wiki/Yellow_Coach_Manufacturing_Company
10361889,http://en.wikipedia.org/?curid=10361889,http://en.wikipedia.org/wiki/1981_Minnesota_Vikings_season
10766119,http://en.wikipedia.org/?curid=10766119,http://en.wikipedia.org/wiki/1928_VFL_season
14525260,http://en.wikipedia.org/?curid=14525260,http://en.wikipedia.org/wiki/Neil_Grove
1234982,http://en.wikipedia.org/?curid=1234982,http://en.wikipedia.org/wiki/Kunimitsu_Takahashi
10724151,http://en.wikipedia.org/?curid=10724151,http://en.wikipedia.org/wiki/List_of_Gillingham_F.C._records_and_statistics
1638437,http://en.wikipedia.org/?curid=1638437,http://en.wikipedia.org/wiki/Sanya
21696800,http://en.wikipedia.org/?curid=21696800,http://en.wikipedia.org/wiki/Smallville_(season_9)
143809,http://en.wikipedia.org/?curid=143809,http://en.wikipedia.org/wiki/The_Fifth_Element
17441484,http://en.wikipedia.org/?curid=17441484,http://en.wikipedia.org/wiki/Anthony_Perosh
11252571,http://en.wikipedia.org/?curid=11252571,http://en.wikipedia.org/wiki/List_of_onshore_wind_farms
1365841,http://en.wikipedia.org/?curid=1365841,http://en.wikipedia.org/wiki/1900_United_States_House_of_Representatives_election_in_Wyoming
1015421,http://en.wikipedia.org/?curid=1015421,http://en.wikipedia.org/wiki/British_Rail_Class_170
1888019,http://en.wikipedia.org/?curid=1888019,http://en.wikipedia.org/wiki/List_of_tallest_buildings_in_Chicago
12416709,http://en.wikipedia.org/?curid=12416709,http://en.wikipedia.org/wiki/Colbie_Caillat
1142023,http://en.wikipedia.org/?curid=1142023,http://en.wikipedia.org/wiki/Political_groups_of_the_European_Parliament
1140073,http://en.wikipedia.org/?curid=1140073,http://en.wikipedia.org/wiki/1984_Formula_One_World_Championship
13004730,http://en.wikipedia.org/?curid=13004730,http://en.wikipedia.org/wiki/Sofiane_Feghouli
24330803,http://en.wikipedia.org/?curid=24330803,http://en.wikipedia.org/wiki/Felipe_Nasr
272313,http://en.wikipedia.org/?curid=272313,http://en.wikipedia.org/wiki/ATSC_standards
12207474,http://en.wikipedia.org/?curid=12207474,http://en.wikipedia.org/wiki/1985_Toronto_Blue_Jays_season
10673214,http://en.wikipedia.org/?curid=10673214,http://en.wikipedia.org/wiki/Tyson_Griffin
17440284,http://en.wikipedia.org/?curid=17440284,http://en.wikipedia.org/wiki/Rousimar_Palhares
12337869,http://en.wikipedia.org/?curid=12337869,http://en.wikipedia.org/wiki/1980_Oakland_Raiders_season
19753079,http://en.wikipedia.org/?curid=19753079,http://en.wikipedia.org/wiki/2010_United_States_House_of_Representatives_elections
17231302,http://en.wikipedia.org/?curid=17231302,http://en.wikipedia.org/wiki/1983_U.S._Open_(golf)
106104,http://en.wikipedia.org/?curid=106104,http://en.wikipedia.org/wiki/List_of_Canadian_provinces_and_territories_by_population
27487336,http://en.wikipedia.org/?curid=27487336,http://en.wikipedia.org/wiki/Big_Blue_Wrecking_Crew
1217793,http://en.wikipedia.org/?curid=1217793,http://en.wikipedia.org/wiki/Dell_Axim
1753067,http://en.wikipedia.org/?curid=1753067,http://en.wikipedia.org/wiki/Don_Frye
14795931,http://en.wikipedia.org/?curid=14795931,http://en.wikipedia.org/wiki/Royce_Alger
1574545,http://en.wikipedia.org/?curid=1574545,http://en.wikipedia.org/wiki/2005_Australian_Grand_Prix
17889598,http://en.wikipedia.org/?curid=17889598,http://en.wikipedia.org/wiki/Yuriko_Kobayashi
147235,http://en.wikipedia.org/?curid=147235,http://en.wikipedia.org/wiki/Chinese_units_of_measurement
26555737,http://en.wikipedia.org/?curid=26555737,http://en.wikipedia.org/wiki/List_of_Palestinian_submissions_for_the_Academy_Award_for_Best_Foreign_Language_Film
15985513,http://en.wikipedia.org/?curid=15985513,http://en.wikipedia.org/wiki/Chris_Wilson_(fighter)
16965464,http://en.wikipedia.org/?curid=16965464,http://en.wikipedia.org/wiki/Rotores_de_Portugal
10996122,http://en.wikipedia.org/?curid=10996122,http://en.wikipedia.org/wiki/2002_Kansas_City_Chiefs_season
211615,http://en.wikipedia.org/?curid=211615,http://en.wikipedia.org/wiki/List_of_former_and_unopened_London_Underground_stations
1620305,http://en.wikipedia.org/?curid=1620305,http://en.wikipedia.org/wiki/Bedford_Blues
1658359,http://en.wikipedia.org/?curid=1658359,http://en.wikipedia.org/wiki/Karim_Ziani
18981955,http://en.wikipedia.org/?curid=18981955,http://en.wikipedia.org/wiki/Siyar_Bahadurzada
24405773,http://en.wikipedia.org/?curid=24405773,http://en.wikipedia.org/wiki/Robin_Frijns
17703703,http://en.wikipedia.org/?curid=17703703,http://en.wikipedia.org/wiki/Finland_in_the_Eurovision_Song_Contest_2009
2467150,http://en.wikipedia.org/?curid=2467150,http://en.wikipedia.org/wiki/Intel_Core_(microarchitecture)
12610470,http://en.wikipedia.org/?curid=12610470,http://en.wikipedia.org/wiki/List_of_states_and_territories_of_the_United_States
10360730,http://en.wikipedia.org/?curid=10360730,http://en.wikipedia.org/wiki/1962_Minnesota_Vikings_season
21530474,http://en.wikipedia.org/?curid=21530474,http://en.wikipedia.org/wiki/Lexus_LS_(XF40)
10887680,http://en.wikipedia.org/?curid=10887680,http://en.wikipedia.org/wiki/1978_VFL_season
1694616,http://en.wikipedia.org/?curid=1694616,http://en.wikipedia.org/wiki/Jane_Blalock
1467600,http://en.wikipedia.org/?curid=1467600,http://en.wikipedia.org/wiki/FIVB_Volleyball_World_League
14344822,http://en.wikipedia.org/?curid=14344822,http://en.wikipedia.org/wiki/Mike_van_Arsdale
13827112,http://en.wikipedia.org/?curid=13827112,http://en.wikipedia.org/wiki/Glasgow_Cup
14710984,http://en.wikipedia.org/?curid=14710984,http://en.wikipedia.org/wiki/2008_Giro_d'Italia
12498437,http://en.wikipedia.org/?curid=12498437,http://en.wikipedia.org/wiki/Cape_Epic
16421237,http://en.wikipedia.org/?curid=16421237,http://en.wikipedia.org/wiki/Chris_Tuchscherer
1160688,http://en.wikipedia.org/?curid=1160688,http://en.wikipedia.org/wiki/Mahela_Jayawardene
12941233,http://en.wikipedia.org/?curid=12941233,http://en.wikipedia.org/wiki/Hawthorn_Football_Club
19630743,http://en.wikipedia.org/?curid=19630743,http://en.wikipedia.org/wiki/Dustin_Johnson
18020762,http://en.wikipedia.org/?curid=18020762,http://en.wikipedia.org/wiki/List_of_Americas_records_in_swimming
1589378,http://en.wikipedia.org/?curid=1589378,http://en.wikipedia.org/wiki/List_of_elected_and_appointed_female_heads_of_state_and_government
189598,http://en.wikipedia.org/?curid=189598,http://en.wikipedia.org/wiki/List_of_communities_in_Saskatchewan
10753786,http://en.wikipedia.org/?curid=10753786,http://en.wikipedia.org/wiki/List_of_World_Number_One_male_golfers
14083821,http://en.wikipedia.org/?curid=14083821,http://en.wikipedia.org/wiki/List_of_National_Football_League_career_scoring_leaders
168334,http://en.wikipedia.org/?curid=168334,http://en.wikipedia.org/wiki/List_of_Last_of_the_Summer_Wine_episodes
1328244,http://en.wikipedia.org/?curid=1328244,http://en.wikipedia.org/wiki/B.J._Penn
23548160,http://en.wikipedia.org/?curid=23548160,http://en.wikipedia.org/wiki/Danish_Grand_Prix
242813,http://en.wikipedia.org/?curid=242813,http://en.wikipedia.org/wiki/Strikeout
1771753,http://en.wikipedia.org/?curid=1771753,http://en.wikipedia.org/wiki/Texas_Motor_Speedway
1886352,http://en.wikipedia.org/?curid=1886352,http://en.wikipedia.org/wiki/Danica_Patrick
11091558,http://en.wikipedia.org/?curid=11091558,http://en.wikipedia.org/wiki/List_of_oldest_and_youngest_Academy_Award_winners_and_nominees
12589520,http://en.wikipedia.org/?curid=12589520,http://en.wikipedia.org/wiki/Israel_Football_League
262495,http://en.wikipedia.org/?curid=262495,http://en.wikipedia.org/wiki/Wisconsin_Intercollegiate_Athletic_Conference
20871703,http://en.wikipedia.org/?curid=20871703,http://en.wikipedia.org/wiki/2009_Green_Bay_Packers_season
18576456,http://en.wikipedia.org/?curid=18576456,http://en.wikipedia.org/wiki/List_of_actors_nominated_for_Academy_Awards_for_non-English_performances
16716472,http://en.wikipedia.org/?curid=16716472,http://en.wikipedia.org/wiki/Alan_Dzagoev
14202514,http://en.wikipedia.org/?curid=14202514,http://en.wikipedia.org/wiki/1972_Miami_Dolphins_season
12028710,http://en.wikipedia.org/?curid=12028710,http://en.wikipedia.org/wiki/List_of_Greek_royal_consorts
2290832,http://en.wikipedia.org/?curid=2290832,http://en.wikipedia.org/wiki/62nd_United_States_Congress
1189758,http://en.wikipedia.org/?curid=1189758,http://en.wikipedia.org/wiki/Pauline_Quirke
27631002,http://en.wikipedia.org/?curid=27631002,http://en.wikipedia.org/wiki/Hannes_van_Asseldonk
11058032,http://en.wikipedia.org/?curid=11058032,http://en.wikipedia.org/wiki/Grey's_Anatomy_(season_4)
13998897,http://en.wikipedia.org/?curid=13998897,http://en.wikipedia.org/wiki/WCCV_(FM)
28697228,http://en.wikipedia.org/?curid=28697228,http://en.wikipedia.org/wiki/Denard_Robinson
185276,http://en.wikipedia.org/?curid=185276,http://en.wikipedia.org/wiki/Eurovision_Song_Contest_1985
17198719,http://en.wikipedia.org/?curid=17198719,http://en.wikipedia.org/wiki/United_States_intelligence_budget
12963840,http://en.wikipedia.org/?curid=12963840,http://en.wikipedia.org/wiki/CFWH-FM
12606666,http://en.wikipedia.org/?curid=12606666,http://en.wikipedia.org/wiki/1930_Giro_d'Italia
18353899,http://en.wikipedia.org/?curid=18353899,http://en.wikipedia.org/wiki/Melodifestivalen_2009
15558938,http://en.wikipedia.org/?curid=15558938,http://en.wikipedia.org/wiki/List_of_Toronto_FC_records_and_statistics
17440158,http://en.wikipedia.org/?curid=17440158,http://en.wikipedia.org/wiki/Mark_Bocek
158282,http://en.wikipedia.org/?curid=158282,http://en.wikipedia.org/wiki/List_of_political_parties_in_the_Netherlands
1568649,http://en.wikipedia.org/?curid=1568649,http://en.wikipedia.org/wiki/Kevin_Cogan
224844,http://en.wikipedia.org/?curid=224844,http://en.wikipedia.org/wiki/9th_United_States_Congress
14014822,http://en.wikipedia.org/?curid=14014822,http://en.wikipedia.org/wiki/List_of_Benedictine_colleges_and_universities
