_index,_id,_source.name,_source.nbPages,_source.children,_source.updatedDate
corpus_cat_personnalitesfeminines100_fr,Étudiant de l'université Brown,Étudiant de l'université Brown,241,"[""Docteur de l'université Brown"", 'Joueur des Bears de Brown']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Portail:Télévision britannique/Articles liés,Portail:Télévision britannique/Articles liés,4535,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Portail:Deux-Sèvres/Articles liés,Portail:Deux-Sèvres/Articles liés,1218,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Couronné à l'abbaye de Westminster,Couronné à l'abbaye de Westminster,40,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Grand-croix de l'ordre du Mérite de la République fédérale d'Allemagne,Grand-croix de l'ordre du Mérite de la République fédérale d'Allemagne,322,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Grimpeuse compétitrice,Grimpeuse compétitrice,82,"[""Championne d'Europe d'escalade"", ""Championne du monde d'escalade"", ""Vainqueur de coupe du monde d'escalade femme"", ""Championne d'Afrique d'escalade""]",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Article trop long,Article trop long,81,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Coupe Volpi pour la meilleure interprétation féminine,Coupe Volpi pour la meilleure interprétation féminine,67,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Article de Wikipédia avec notice d'autorité,Article de Wikipédia avec notice d'autorité,413903,"['Page utilisant le modèle Autorité avec un paramètre local', 'Page utilisant le modèle Autorité avec un paramètre erroné', 'Page utilisant le modèle Autorité avec un paramètre invalide', 'Page utilisant le modèle Autorité inactif']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Sportif liégeois,Sportif liégeois,30,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Portail:Humanitaire et développement/Articles liés,Portail:Humanitaire et développement/Articles liés,1480,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Article de qualité en arménien,Article de qualité en arménien,51,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Article de qualité en kazakh,Article de qualité en kazakh,17,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Commentateur sportif,Commentateur sportif,97,"[""Commentateur d'esport"", 'Commentateur sportif américain', 'Commentateur de la Ligue majeure de baseball', 'Commentateur sportif français', 'Commentateur sportif belge', 'Commentateur de catch', 'Commentateur du Tour de France', 'Commentateur sportif nigérian']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Biathlète (femme) aux Jeux olympiques d'hiver de 2010,Biathlète (femme) aux Jeux olympiques d'hiver de 2010,92,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Portail:Toul/Articles liés,Portail:Toul/Articles liés,396,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Auteur de la collection Le Masque,Auteur de la collection Le Masque,655,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Athlète (femme) aux Jeux olympiques d'été de 2012,Athlète (femme) aux Jeux olympiques d'été de 2012,716,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Nageuse aux Jeux olympiques d'été de 2012,Nageuse aux Jeux olympiques d'été de 2012,249,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Portail:France d'outre-mer/Articles liés directement,Portail:France d'outre-mer/Articles liés directement,304,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Coureuse cycliste aux Jeux olympiques d'été de 2012,Coureuse cycliste aux Jeux olympiques d'été de 2012,167,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Collaborateur de l'IFRI,Collaborateur de l'IFRI,40,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Dessinatrice française,Dessinatrice française,200,"['Dessinatrice française de bande dessinée', 'Wikipédia:ébauche dessinateur français']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Prix Romy-Schneider,Prix Romy-Schneider,35,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Médaillée de bronze olympique italienne,Médaillée de bronze olympique italienne,73,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Médaillée d'argent olympique américaine,Médaillée d'argent olympique américaine,474,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Médaillée de bronze olympique française,Médaillée de bronze olympique française,103,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Médaillée d'argent olympique russe,Médaillée d'argent olympique russe,133,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Personnalité de l'Union des démocrates et indépendants,Personnalité de l'Union des démocrates et indépendants,96,"['Personnalité du Parti radical « valoisien »', 'Personnalité de la Gauche moderne', 'Personnalité de Force européenne démocrate', ""Sénateur membre de l'Union des démocrates et indépendants"", 'Membre du groupe UDI et indépendants', ""Député européen membre de l'Union des démocrates et indépendants"", ""Maire membre de l'Union des démocrates et indépendants"", ""Personnalité de l'Alliance centriste"", 'Personnalité du Nouveau Centre']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Enseignant à l'École nationale d'administration (France),Enseignant à l'École nationale d'administration (France),59,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Présidence de François Mitterrand,Présidence de François Mitterrand,49,"['Gouvernement Mauroy', 'Gouvernement Fabius', 'Gouvernement Rocard', 'Gouvernement Bérégovoy', 'Gouvernement Balladur', 'Gouvernement Cresson', 'Gouvernement Chirac (2)']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Député de la XIVe législature de la Ve République,Député de la XIVe législature de la Ve République,639,"['Député des Pyrénées-Atlantiques (XIVe législature de la Ve République)', 'Député de la Loire-Atlantique (XIVe législature de la Ve République)']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Député de la XIe législature de la Ve République,Député de la XIe législature de la Ve République,583,"['Député des Pyrénées-Atlantiques (XIe législature de la Ve République)', 'Député de la Loire-Atlantique (XIe législature de la Ve République)']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Actrice ayant incarné Cléopâtre VII,Actrice ayant incarné Cléopâtre VII,25,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Auteur de littérature d'alpinisme,Auteur de littérature d'alpinisme,79,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Commandeur de l'ordre du Mérite maritime,Commandeur de l'ordre du Mérite maritime,71,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Naissance à Saginaw (Michigan),Naissance à Saginaw (Michigan),35,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Scream Queen,Scream Queen,64,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Décès sur l'île de Wight,Décès sur l'île de Wight,44,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Décès dans l'Oxfordshire,Décès dans l'Oxfordshire,107,"['Décès à Oxford', 'Décès à Henley-on-Thames', 'Décès à Abingdon-on-Thames', 'Décès à Wallingford']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Noblesse lorraine,Noblesse lorraine,18,['Famille noble de Lorraine'],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Naissance dans l'ancien 6e arrondissement de Paris,Naissance dans l'ancien 6e arrondissement de Paris,187,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Actrice ayant incarné George Sand,Actrice ayant incarné George Sand,15,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Portail:Vampires/Articles liés,Portail:Vampires/Articles liés,1227,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Naissance à Saint-Rémy (Saône-et-Loire),Naissance à Saint-Rémy (Saône-et-Loire),18,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Ours d'argent de la meilleure actrice,Ours d'argent de la meilleure actrice,75,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Gagnante de la Coupe du monde de ski alpin,Gagnante de la Coupe du monde de ski alpin,31,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Gagnante de la Coupe du monde de super-G de ski alpin,Gagnante de la Coupe du monde de super-G de ski alpin,19,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Gagnante de la Coupe du monde de slalom de ski alpin,Gagnante de la Coupe du monde de slalom de ski alpin,34,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Étudiant de l'université de Californie à Los Angeles,Étudiant de l'université de Californie à Los Angeles,637,"[""Joueur des Bruins de l'UCLA"", ""Docteur de l'université de Californie à Los Angeles"", ""Joueuse des Bruins de l'UCLA""]",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Lauréat du prix Juno,Lauréat du prix Juno,177,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Caméra de la Berlinale,Caméra de la Berlinale,58,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Critics' Choice Movie Award de la meilleure actrice dans un second rôle,Critics' Choice Movie Award de la meilleure actrice dans un second rôle,29,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Satellite Award de la meilleure actrice,Satellite Award de la meilleure actrice,101,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Liste d'impératrices,Liste d'impératrices,8,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Monarchie luxembourgeoise,Monarchie luxembourgeoise,13,"['Grand-duc héritier et grande-duchesse héritière de Luxembourg', 'Grand-duc et grande-duchesse de Luxembourg', 'Grande-duchesse et prince consorts de Luxembourg', 'Prince et princesse de Luxembourg']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Étudiant de l'université Lyon-III,Étudiant de l'université Lyon-III,54,"[""Docteur de l'université Lyon-III""]",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Récipiendaire du collier de l'ordre de la Croix de Terra Mariana,Récipiendaire du collier de l'ordre de la Croix de Terra Mariana,50,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Portail:Littérature d'enfance et de jeunesse/Articles liés,Portail:Littérature d'enfance et de jeunesse/Articles liés,5878,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Young leader de la Fondation franco-américaine,Young leader de la Fondation franco-américaine,69,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Mariage homosexuel en France,Mariage homosexuel en France,6,['Opposition au mariage homosexuel en France'],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Portail:Littérature britannique/Articles liés,Portail:Littérature britannique/Articles liés,7207,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Portail:Détroit/Articles liés,Portail:Détroit/Articles liés,501,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Catégorie Commons avec lien local différent sur Wikidata,Catégorie Commons avec lien local différent sur Wikidata,43985,"['Religieux', 'Cyclisme urbain', ""Délégation aux Jeux olympiques d'hiver de 1972"", 'Ravno', 'XIXe siècle en littérature', 'Salon', 'Glossaire', 'Publicité sur Internet', 'Femme de lettres polonaise', 'Femme de lettres grecque', 'Femme de lettres chilienne', 'Ufologie', 'Patriarche', 'Militaire soviétique de la Seconde Guerre mondiale', 'Motocyclette', 'Moteur', 'Peugeot', 'Grand Prix moto', 'Parti politique au Cameroun', 'Cantique ou hymne', 'Industrie', 'Langue mongole', 'Patrimoine immobilier exceptionnel de la Région wallonne', 'Prix Sangeet Natak Akademi', 'Danemark', 'Danse en Azerbaïdjan', 'Tilia', 'Émission diffusée sur MSNBC', 'Kiseljak', 'Kéa (île)', 'Haut-Karabagh', 'Tryo', 'Carme (moine)', 'Art', 'Utilisateur habite Océanie', 'Substance ou matériau pyrotechnique', 'Métier de la santé', 'Œuvre de Ralph Vaughan Williams', 'Océanie', 'Science en Irlande (pays)', 'Naissance à Halifax (Nouvelle-Écosse)', 'Wikipédia:Livres', 'Bruxelles-ville', 'Hélène et Victor Basch', ""Pont sur l'Oignin"", 'Kneževo', 'Ljubinje', 'Œuvre de Léonard de Vinci', 'Collaborateur de La Libre Parole', 'Lexique juridique', 'Document conservé à la Pierpont Morgan Library', 'Fichier', ""Duc d'Albe de Tormes"", 'Raška', 'Facteur de clarinettes', 'Femme de lettres argentine', 'Femme de lettres bulgare', ""Mort dans l'art et la culture"", 'Tramway en Chine', 'Sodium (minéral)', 'Fojnica', 'Kreševo', 'Novi Travnik', 'Sapna', 'Tešanj', 'Čelić', 'Femme de lettres finlandaise', 'Ambassade en Suisse', 'Œuvre conservée au Fitzwilliam Museum', 'Œuvre conservée au musée Städel', 'XVIIIe siècle en littérature', 'Facteur de hautbois', 'Femme de lettres cubaine', 'Sportive yougoslave', 'Retraite', 'XIIIe siècle en littérature', 'XVe siècle en littérature', 'XVIIe siècle en littérature', 'Auteur chilien de bande dessinée', 'Musicienne britannique', 'Histoire de la Macédoine grecque', 'Naissance en octobre 1986', 'Fiducie du patrimoine ontarien', 'Peinture romantique', 'Silly', 'Cyclisme', 'Langue ouïghoure (famille de langues)', 'BMW', 'Coleoptera', 'Bor', 'Taxon décrit par Johan Christian Fabricius', 'Serrurerie', 'XXIe siècle en littérature', 'Acteur italien de doublage', 'XXe siècle en littérature', 'Industriel britannique', '1', '2', ""Objet conservé au musée national d'anthropologie de Mexico"", 'Évêque coréen', 'Naissance à Trbovlje', ""Œuvre conservée au musée d'Art Kimbell"", 'Bâtiment en Italie par ville', 'Virtualisation', 'Diaspora arménienne en Israël']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Actrice américaine,Actrice américaine,4296,"['Actrice pornographique américaine', 'Actrice américaine de doublage', 'Actrice américaine de télévision', 'Actrice afro-américaine', 'Wikipédia:ébauche acteur américain', 'Actrice américaine de cinéma', 'Actrice américaine de théâtre', 'Actrice américaine du XXe siècle', 'Actrice américaine du XXIe siècle', 'Actrice américaine du XIXe siècle', 'Actrice américaine de jeu vidéo']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Actrice israélienne,Actrice israélienne,94,"['Wikipédia:ébauche acteur israélien', 'Actrice israélienne de doublage', 'Actrice israélienne de cinéma', 'Actrice israélienne de théâtre', 'Actrice israélienne de télévision']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Actrice sud-coréenne,Actrice sud-coréenne,148,"['Wikipédia:ébauche acteur sud-coréen', 'Actrice sud-coréenne de théâtre', 'Actrice sud-coréenne de doublage', 'Actrice sud-coréenne de cinéma', 'Actrice sud-coréenne de télévision', 'Actrice sud-coréenne du XXe siècle', 'Actrice sud-coréenne du XXIe siècle']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Bourgogne médiévale,Bourgogne médiévale,122,"['Duc de Bourgogne', ""Comte d'Auxerre"", 'Comte de Tonnerre', 'Burgondes', 'Maison de Vergy', 'Roi de Bourgogne', 'Comté de Château-Chinon', 'Comte de Bourgogne', 'Duchesse de Bourgogne', 'Comte de Nevers', 'Maison de Vienne', 'Maison de Beauvoir-Chastellux', 'Maison de Nevers', ""Maison d'Ivrée"", 'Maison capétienne de Bourgogne', 'Maison de Toucy', 'Palais des ducs de Bourgogne', 'Maison de Grancey', 'Maison de Noyers', 'Maison de Montréal', 'Duché de Bourgogne', ""Comtesse d'Auxerre"", 'Comtesse de Nevers', 'Personnalité bourguignonne du Moyen Âge', 'Comtesse de Tonnerre']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Bibliothèque verte,Bibliothèque verte,49,"['Langelot', 'Alice Roy', 'Les Trois Jeunes Détectives', ""Les Conquérants de l'impossible"", 'Le Trio de la Tamise', 'Les Six Compagnons']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Bill Clinton,Bill Clinton,24,"['Scandale du Whitewater', 'Présidence de Bill Clinton']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Bon article,Bon article,3919,"['Bon article géolocalisé sur Terre', 'Maintenance des bons articles', 'Article potentiellement bon', 'Bon article contesté', ""Article d'avancement BA"", 'Bon article géolocalisé extraterrestre', 'Ancien bon article']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Biathlète italienne,Biathlète italienne,16,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Bioéthique,Bioéthique,215,"['Eugénisme', 'Euthanasie', 'Bioéthicien', 'Transplantation médicale', 'Organisme génétiquement modifié', 'Avortement', 'Mouvement pour les droits des personnes autistes', 'Génie génétique', 'Biopunk', 'Bien-être animal', 'Bioterrorisme', 'Transhumanisme', 'Modification corporelle', 'Contrôle des naissances', 'Procréation médicalement assistée', 'Expérimentation humaine']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Championne de tennis titrée en Grand Chelem (double mixte),Championne de tennis titrée en Grand Chelem (double mixte),181,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Championne olympique allemande,Championne olympique allemande,150,"[""Championne olympique de l'Équipe unifiée d'Allemagne""]",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Championne olympique américaine,Championne olympique américaine,602,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Championne olympique belge,Championne olympique belge,11,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Championne olympique française,Championne olympique française,72,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Championne olympique néerlandaise,Championne olympique néerlandaise,125,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Cycle littéraire,Cycle littéraire,79,"['Cycle troyen', ""Cycle d'Ulster"", 'Cycle mythologique irlandais', 'Cycle de fantasy', 'Cycle de science-fiction', 'Cycle de fantastique', 'Cycle de littérature policière', ""Cycle de littérature d'espionnage"", 'Fargo', 'Dossiers de la NUMA', 'Suite romanesque', 'Roman-fleuve', ""Cycle de Guillaume d'Orange"", 'Cycle théâtral', 'La Comédie humaine']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,George Sand,George Sand,17,"['Famille de George Sand', ""Adaptation d'une œuvre de George Sand à la télévision"", ""Film tiré d'une œuvre de George Sand"", 'Œuvre de George Sand', 'Entourage de George Sand', 'Actrice ayant incarné George Sand']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Histoire de la Lorraine,Histoire de la Lorraine,115,"['Bataille de Lorraine', 'Duché de Lorraine', 'Histoire de la Meurthe', 'Patronyme lorrain', 'Bailliage de Lorraine', 'Duché de Bar', 'Site mégalithique dans le Grand Est', 'Conseil régional de Lorraine', 'Histoire du Pays de Bitche', 'Famille noble de Lorraine', 'Famille de Lorraine', 'Terre de Gorze', 'Palais des ducs de Lorraine', 'Noblesse lorraine', 'Meurthe (département)', 'Lorraine médiévale', 'Historien de la Lorraine', 'Histoire de la Meuse', 'Histoire de la Moselle', 'Histoire de Meurthe-et-Moselle', 'Histoire du département des Vosges', 'Chronologie de la Lorraine']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Histoire de l'Aisne,Histoire de l'Aisne,100,"['Comte de Guise', 'Comte de Soissons', ""Lieu de mémoire de la Première Guerre mondiale dans l'Aisne"", ""Histoire des transports dans l'Aisne"", 'Histoire de Saint-Quentin', 'Histoire de Soissons', 'Histoire de Laon', ""Mémoire de la Seconde Guerre mondiale dans l'Aisne"", ""Site archéologique dans l'Aisne"", ""Histoire du Moyen Âge dans l'Aisne"", 'Comtesse de Guise']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Histoire de l'Autriche,Histoire de l'Autriche,198,"['Historien autrichien', 'Noblesse autrichienne', ""Traité signé par l'Autriche"", ""Frontière de l'Autriche"", ""Souverain de l'Autriche"", ""Histoire des États d'Autriche"", ""Politique étrangère de l'Autriche"", 'Affaire criminelle en Autriche', ""Chronologie de l'Autriche"", 'Autriche-Hongrie', 'Révolution autrichienne de 1848', 'Maison Esterházy', 'Guerre de Sept Ans', 'Histoire de Vienne (Autriche)', 'Saint-Empire romain germanique', ""Empire d'Autriche"", 'Site archéologique en Autriche', 'Pays-Bas méridionaux', 'Région historique en Autriche', ""Décès dans le duché d'Autriche"", ""Histoire de l'Autriche par thème"", 'Monarchie de Habsbourg', 'Royaume de Hongrie', ""Archiduché d'Autriche"", 'Pays-Bas autrichiens', ""Histoire militaire de l'Autriche"", ""Histoire de l'Autriche pendant la Seconde Guerre mondiale"", 'Confins militaires', ""Guerre de Succession d'Autriche"", ""Naissance dans le duché d'Autriche"", 'Administration impériale (Autriche)', 'Ville ou oppidum celtique en Autriche', 'Ancienne commune en Autriche', ""Préhistoire de l'Autriche"", ""Occupation de l'Autriche après la Seconde Guerre mondiale"", ""Histoire de l'Autriche-Hongrie"", 'Archéologie en Autriche', 'Catastrophe en Autriche', 'Attentat en Autriche', ""Chef d'État de l'Autriche"", 'Nationalisme en Autriche', 'Histoire de la Carniole']",2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Judokate américaine,Judokate américaine,17,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Joueuse canadienne de tennis,Joueuse canadienne de tennis,24,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Joueuse de tennis victorieuse en Fed Cup,Joueuse de tennis victorieuse en Fed Cup,118,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Joueuse russe de tennis,Joueuse russe de tennis,73,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Joueuse suisse de tennis,Joueuse suisse de tennis,29,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Joueuse tunisienne de tennis,Joueuse tunisienne de tennis,2,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Ministre français chargé des questions familiales,Ministre français chargé des questions familiales,12,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Ministre français de l'Environnement,Ministre français de l'Environnement,32,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Ministre français de la Coopération,Ministre français de la Coopération,30,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Ministre français de la Fonction publique,Ministre français de la Fonction publique,36,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Ministre français de la Recherche,Ministre français de la Recherche,37,[],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Ministre français de la Santé,Ministre français de la Santé,67,['Ministre français de la Sécurité sociale'],2023-10-01T00:00:00
corpus_cat_personnalitesfeminines100_fr,Membre du Conseil constitutionnel français,Membre du Conseil constitutionnel français,90,"['Secrétaire général du Conseil constitutionnel français', 'Président du Conseil constitutionnel français']",2023-10-01T00:00:00
